amount,user_id,date,transaction_type,category,amount.1,payment_mode,location,notes,month,weekday,year,description,transaction_id
T13710,U132,28-12-2021,Expense,Helth,7509.0,Upi,Pune,Uber ride,12,Tuesday,2021.0,,
T4238,U008,01-03-2024,Income,Salary,25841.0,cash,DEL,asdfgh,3,Friday,2024.0,,
T8447,U142,16-06-2022,Expense,Travel,6297.0,csh,Ahmedabad,test,6,Thursday,2022.0,,
T2014,U120,31-05-2023,Income,uncategorized,33389.0,Csh,JAI,Movie tickets,5,Wednesday,2023.0,,
T1448,U110,07-05-2022,Expense,Fod,845.0,CRD,chennai,Gym membership,5,Saturday,2022.0,,
T4015,U147,04-08-2022,Expense,education,3310.0,Csh,AHM,Coffee,8,Thursday,2022.0,,
T0584,U139,15-03-2024,Expense,Utlities,302.0,upi,mumbai,asdfgh,3,Friday,2024.0,,
T7417,U106,15-03-2021,Expense,rent,9379.0,card,BAN,Doctor consultation,3,Monday,2021.0,,
T4996,U011,31-07-2024,Expense,HEALTH,4811.0,UPI,Jaipur,Train ticket,7,Wednesday,2024.0,,
T10865,U115,05-01-2022,Expense,Rentt,8518.0,Csh,delhi,Monthly rent payment,1,Wednesday,2022.0,,
T9409,U053,24-11-2024,Expense,Travel,3997.0,upi,MUM,,11,Sunday,2024.0,,
T11457,U055,01-09-2022,Income,Investment,12527.0,Crd,JAIPUR,asdfgh,9,Thursday,2022.0,,
T4966,U036,01-09-2024,Expense,Rnt,8210.0,Bank Transfr,,,9,Sunday,2024.0,,
T4030,U126,23-11-2021,Expense,EDU,6959.0,UPi,Mumbai,Books,11,Tuesday,2021.0,,
T7331,U123,18-12-2022,Expense,Education,2352.0,Bank Transfr,LUC,ATM withdrawal,12,Sunday,2022.0,,
T7579,U071,04-06-2023,Expense,Food,2007.0,Bank Transfr,Mumbai,Petrol,6,Sunday,2023.0,,
T5847,U083,11-10-2022,Expense,Foodd,3952.0,card,bangalore,Online course,10,Tuesday,2022.0,,
T2364,U080,11-03-2024,Expense,entertainment,5302.0,BankTransfer,CHENNAI,misc,3,Monday,2024.0,,
T9990,U056,13-10-2023,Expense,Travel,6661.0,UPi,DEL,Train ticket,10,Friday,2023.0,,
T4408,U094,20-07-2022,Expense,Utilities,5193.0,Upi,Chennai,Electricity bill,7,Wednesday,2022.0,,
T0827,U071,10-04-2023,Expense,Educaton,5369.0,Crd,MUMBAI,Uber ride,4,Monday,2023.0,,
T7582,U033,07-09-2024,Expense,Educaton,6956.0,Csh,MUM,ATM withdrawal,9,Saturday,2024.0,,
T4539,U040,19-07-2021,Income,Salary,61212.0,Card,bangalore,Fixed deposit,7,Monday,2021.0,,
T12033,U093,26-07-2024,Expense,utilities,591.0,upi,DEL,EMI payment,7,Friday,2024.0,,
T3676,U136,25-02-2021,Expense,Utilities,-500.0,card,BANGALORE,Gym membership,2,Thursday,2021.0,,
T8517,U064,30-05-2023,Expense,rent,8249.0,CASH,chennai,!!!,5,Tuesday,2023.0,,
T7844,U097,22-01-2023,Expense,Travel,1681.0,,jaipur,Books,1,Sunday,2023.0,,
T2718,U049,12-03-2022,Expense,health,7085.0,upi,jaipur,Doctor consultation,3,Saturday,2022.0,,
T6407,U139,23-10-2023,Expense,Entertainment,8002.0,cash,,EMI payment,10,Monday,2023.0,,
T10928,U086,12-04-2022,Expense,Foodd,4550.0,Bank Transfr,CHE,Shopping,4,Tuesday,2022.0,,
T2023,U107,24-03-2023,Expense,Foods,3585.0,CRD,Ahmedabad,Uber ride,3,Friday,2023.0,,
T10797,U026,23-08-2021,Expense,Utilities,6343.0,CARD,,Medicine,8,Monday,2021.0,,
T11066,U126,17-06-2023,Income,Salary,57365.0,cash,AHMEDABAD,test,6,Saturday,2023.0,,
T12581,U023,18-11-2022,Expense,TRAVEL,6220.0,Card,lucknow,,11,Friday,2022.0,,
T1428,U105,26-10-2023,Income,Bonus,46795.0,bank transfer,CHENNAI,,10,Thursday,2023.0,,
T0687,U031,04-05-2022,Expense,FOOD,753.0,CASH,PUN,Monthly rent payment,5,Wednesday,2022.0,,
T3100,U091,24-10-2023,Expense,travel,819.0,Bank_Transfer,LUCKNOW,ATM withdrawal,10,Tuesday,2023.0,,
T3896,U091,31-07-2023,Income,Bonus,58544.0,UPI,Chennai,Shopping,7,Monday,2023.0,,
T9937,U083,20-11-2024,Expense,Food,1518.0,BankTransfer,Kolkata,test,11,Wednesday,2024.0,,
T7962,U057,04-02-2021,Expense,Rent,25973.0,Crd,Jaipur,Fixed deposit,2,Thursday,2021.0,,
T5008,U034,17-02-2024,Income,Investment,46868.0,cash,DEL,,2,Saturday,2024.0,,
T10296,U132,01-06-2023,Expense,Rnt,4265.0,Card,BAN,asdfgh,6,Thursday,2023.0,,
T12383,U040,25-11-2023,Income,Investment,22841.0,cash,mumbai,!!!,11,Saturday,2023.0,,
T13072,U146,25-04-2022,Expense,Food,3287.0,csh,BAN,Medicine,4,Monday,2022.0,,
T3923,U001,18-05-2022,Expense,travel,7698.0,Upi,JAI,,5,Wednesday,2022.0,,
T7683,U101,27-05-2023,Expense,Rentt,37019.0,csh,Pune,Grocery shopping,5,Saturday,2023.0,,
T13902,U141,14-04-2023,Expense,Entertain,6453.0,Bank Transfer,AHMEDABAD,EMI payment,4,Friday,2023.0,,
T6071,U128,11-09-2021,Expense,Fod,2556.0,card,,,9,Saturday,2021.0,,
T3320,U063,08-03-2021,Expense,Rnt,5658.0,Cash,Delhi,Grocery shopping,3,Monday,2021.0,,
T3473,U032,24-06-2021,Income,Freelance,37108.0,Card,,Movie tickets,6,Thursday,2021.0,,
T1323,U056,26-12-2023,Expense,FOOD,3593.0,upi,KOL,EMI payment,12,Tuesday,2023.0,,
T1094,U024,09-07-2024,Expense,rent,9635.0,Bank_Transfer,,,7,Tuesday,2024.0,,
T11003,U048,09-11-2023,Expense,Helth,8984.0,Upi,,test,11,Thursday,2023.0,,
T3228,U018,26-04-2024,Expense,Helth,-1000.0,bank transfer,Lucknow,test,4,Friday,2024.0,,
T6176,U058,05-08-2022,Expense,entertainment,3689.0,UPi,mumbai,Restaurant dinner,8,Friday,2022.0,,
T10651,U049,28-03-2024,Expense,utilities,4510.0,cash,Mumbai,xyz123,3,Thursday,2024.0,,
T7526,U054,25-01-2021,Income,uncategorized,33737.0,upi,,Gym membership,1,Monday,2021.0,,
T2660,U024,04-02-2022,Expense,Traval,0.0,bank transfer,KOLKATA,...,2,Friday,2022.0,,
T11494,U082,21-06-2021,Expense,Rent,15810.0,CARD,Ahmedabad,Internet bill,6,Monday,2021.0,,
T4533,U083,05-07-2022,Expense,Education,6632.0,Crd,JAI,xyz123,7,Tuesday,2022.0,,
T4407,U081,16-01-2021,Income,Bonus,67519.0,Cash,HYDERABAD,Coffee,1,Saturday,2021.0,,
T6970,U049,17-02-2021,Expense,Utility,5501.0,cash,hyderabad,Uber ride,2,Wednesday,2021.0,,
T8975,U049,28-01-2024,Expense,rent,291.0,Card,KOL,Fixed deposit,1,Sunday,2024.0,,
T4207,U037,07-04-2022,Expense,Entrtnmnt,736.0,Bank_Transfer,AHMEDABAD,test,4,Thursday,2022.0,,
T4540,U072,20-02-2023,Income,Bonus,11567.0,Bank Transfr,hyderabad,!!!,2,Monday,2023.0,,
T2617,U044,05-08-2021,Expense,Fod,6131.0,csh,HYDERABAD,asdfgh,8,Thursday,2021.0,,
T2101,U150,23-03-2024,Expense,Food,4055.0,BankTransfer,LUCKNOW,Grocery shopping,3,Saturday,2024.0,,
T5331,U115,03-09-2024,Income,Investment,66078.0,,hyderabad,Books,9,Tuesday,2024.0,,
T2721,U092,16-10-2021,Expense,RENT,3475.0,Crd,Chennai,EMI payment,10,Saturday,2021.0,,
T8459,U085,01-12-2023,Expense,utilities,5105.0,CRD,pune,,12,Friday,2023.0,,
T7898,U046,09-04-2021,Expense,utilities,9174.0,Bank_Transfer,HYD,EMI payment,4,Friday,2021.0,,
T7930,U032,05-05-2022,Expense,Utilties,8883.0,UPI,DEL,Electricity bill,5,Thursday,2022.0,,
T8370,U114,06-02-2021,Expense,Foods,3080.0,UPi,Pune,Gym membership,2,Saturday,2021.0,,
T6953,U142,21-02-2021,Income,Salary,18885.0,CRD,LUCKNOW,ATM withdrawal,2,Sunday,2021.0,,
T10554,U025,29-01-2024,Expense,Helth,1014.0,Crd,hyderabad,Medicine,1,Monday,2024.0,,
T6547,U036,25-11-2021,Expense,travel,8371.0,Card,Lucknow,,11,Thursday,2021.0,,
T11010,U044,29-11-2023,Expense,Utlities,2047.0,CARD,Mumbai,Shopping,11,Wednesday,2023.0,,
T7605,U132,01-10-2022,Expense,Entertainment,1461.0,UPi,JAIPUR,Electricity bill,10,Saturday,2022.0,,
T6038,U045,25-02-2023,Expense,Utilities,7793.0,Bank Transfr,lucknow,Gym membership,2,Saturday,2023.0,,
T5083,U117,14-12-2022,Expense,FOOD,8886.0,Cash,Delhi,misc,12,Wednesday,2022.0,,
T0064,U122,24-06-2021,Expense,entertainment,9708.0,bank transfer,PUN,Electricity bill,6,Thursday,2021.0,,
T2175,U098,31-07-2022,Expense,Foods,999999.0,CASH,Lucknow,Doctor consultation,7,Sunday,2022.0,,
T9048,U053,13-04-2024,Expense,Travl,8575.0,Bank Transfer,Hyderabad,Coffee,4,Saturday,2024.0,,
T7350,U141,02-05-2023,Expense,Traval,3057.0,Cash,DEL,!!!,5,Tuesday,2023.0,,
T9624,U111,08-12-2021,Expense,Utilties,6926.0,cash,bangalore,Fixed deposit,12,Wednesday,2021.0,,
T7801,U023,18-10-2024,Expense,Foodd,1783.0,Cash,KOL,Internet bill,10,Friday,2024.0,,
T12584,U092,10-06-2021,Expense,entertainment,2235.0,CASH,LUCKNOW,,6,Thursday,2021.0,,
T7537,U032,27-04-2022,Expense,entertainment,5707.0,Bank Transfr,PUN,Grocery shopping,4,Wednesday,2022.0,,
T0799,U023,29-11-2021,Expense,TRAVEL,0.0,Bank Transfr,LUC,,11,Monday,2021.0,,
T6618,U149,22-08-2024,Income,Freelance,26401.0,,KOLKATA,EMI payment,8,Thursday,2024.0,,
T0959,U102,27-01-2024,Expense,FOOD,4058.0,card,Lucknow,ATM withdrawal,1,Saturday,2024.0,,
T1439,U063,12-08-2024,Expense,FOOD,6313.0,,,EMI payment,8,Monday,2024.0,,
T0675,U132,20-10-2021,Expense,FOOD,1824.0,Upi,ahmedabad,Lunch,10,Wednesday,2021.0,,
T4048,U143,13-04-2024,Expense,Entertainment,-500.0,Crd,MUM,Electricity bill,4,Saturday,2024.0,,
T2021,U007,20-08-2024,Expense,Food,4861.0,csh,jaipur,Coffee,8,Tuesday,2024.0,,
T12823,U011,26-01-2022,Income,Salary,13042.0,,Kolkata,!!!,1,Wednesday,2022.0,,
T12166,U127,15-04-2022,Expense,Utilties,7423.0,Bank_Transfer,HYD,Grocery shopping,4,Friday,2022.0,,
T2034,U083,13-08-2022,Expense,Foods,1883.0,Card,Mumbai,,8,Saturday,2022.0,,
T4581,U002,08-09-2021,Expense,FOOD,1012.0,CRD,bangalore,Movie tickets,9,Wednesday,2021.0,,
T12483,U103,20-02-2023,Expense,Traval,615.0,cash,Pune,Medicine,2,Monday,2023.0,,
T10726,U009,01-10-2022,Expense,Fod,1687.0,Bank_Transfer,KOL,Movie tickets,10,Saturday,2022.0,,
T13175,U085,25-12-2022,Expense,Food,2143.0,Bank_Transfer,chennai,!!!,12,Sunday,2022.0,,
T2411,U040,11-08-2021,Expense,FOOD,2076.0,Upi,bangalore,Coffee,8,Wednesday,2021.0,,
T7142,U116,12-06-2022,Expense,Entrtnmnt,2131.0,UPi,JAIPUR,Monthly rent payment,6,Sunday,2022.0,,
T13232,U060,04-02-2023,Expense,Rent,45594.0,Upi,Jaipur,,2,Saturday,2023.0,,
T8118,U096,06-11-2023,Expense,Traval,6396.0,Upi,pune,Online course,11,Monday,2023.0,,
T1480,U046,02-10-2022,Expense,entertainment,159.0,Upi,,,10,Sunday,2022.0,,
T7959,U142,14-02-2021,Expense,Rnt,955.0,,MUM,Books,2,Sunday,2021.0,,
T5753,U016,10-07-2024,Expense,Food,3644.0,upi,hyderabad,Lunch,7,Wednesday,2024.0,,
T7319,U022,03-12-2022,Expense,Rent,41744.0,,Ahmedabad,Fixed deposit,12,Saturday,2022.0,,
T3502,U078,19-05-2023,Expense,rent,2197.0,upi,LUC,Books,5,Friday,2023.0,,
T5241,U129,01-12-2022,Expense,HEALTH,1956.0,Crd,DELHI,Gym membership,12,Thursday,2022.0,,
T5378,U028,17-11-2024,Expense,RENT,3355.0,Crd,HYDERABAD,,11,Sunday,2024.0,,
T10104,U070,03-05-2023,Expense,Food,1337.0,upi,JAIPUR,Electricity bill,5,Wednesday,2023.0,,
T6860,U093,12-07-2022,Expense,Foodd,598.0,CARD,hyderabad,Monthly rent payment,7,Tuesday,2022.0,,
T4100,U038,28-06-2023,Expense,Fod,1028.0,csh,PUNE,Monthly rent payment,6,Wednesday,2023.0,,
T13235,U049,22-08-2024,Expense,Entertainment,1720.0,CRD,BANGALORE,Petrol,8,Thursday,2024.0,,
T9753,U096,23-07-2022,Expense,Travel,9213.0,BankTransfer,lucknow,asdfgh,7,Saturday,2022.0,,
T9320,U124,03-02-2021,Income,Salary,30880.0,,JAIPUR,EMI payment,2,Wednesday,2021.0,,
T8886,U027,25-01-2022,Expense,uncategorized,1812.0,card,,misc,1,Tuesday,2022.0,,
T12832,U074,20-12-2023,Expense,Food,2857.0,Upi,JAIPUR,Fixed deposit,12,Wednesday,2023.0,,
T10890,U125,09-01-2024,Expense,Rent,35329.0,csh,CHENNAI,Electricity bill,1,Tuesday,2024.0,,
T4942,U034,23-08-2022,Expense,Food,2136.0,Upi,BANGALORE,...,8,Tuesday,2022.0,,
T9239,U036,08-01-2021,Expense,Rnt,6130.0,Bank Transfer,PUNE,Books,1,Friday,2021.0,,
T6876,U030,14-06-2024,Expense,Educaton,5540.0,card,ahmedabad,,6,Friday,2024.0,,
T9418,U116,07-10-2023,Income,Investment,55602.0,Csh,,misc,10,Saturday,2023.0,,
T13114,U003,20-05-2024,Expense,utilities,7693.0,CARD,,Gym membership,5,Monday,2024.0,,
T8166,U125,26-12-2024,Expense,education,9963.0,,HYD,Internet bill,12,Thursday,2024.0,,
T5190,U144,29-09-2022,Expense,EDU,2141.0,Bank Transfer,AHMEDABAD,test,9,Thursday,2022.0,,
T0665,U039,30-05-2021,Expense,Rnt,6677.0,Cash,PUN,Shopping,5,Sunday,2021.0,,
T13426,U015,12-05-2024,Expense,Helth,1971.0,Cash,Pune,Gym membership,5,Sunday,2024.0,,
T9322,U129,02-02-2021,Expense,Education,6905.0,Upi,jaipur,,2,Tuesday,2021.0,,
T8988,U039,11-11-2023,Expense,Savings,7662.0,upi,Kolkata,Lunch,11,Saturday,2023.0,,
T13676,U055,11-05-2022,Expense,Education,251.0,Bank Transfer,LUCKNOW,Coffee,5,Wednesday,2022.0,,
T6756,U002,23-03-2021,Expense,TRAVEL,6785.0,upi,mumbai,misc,3,Tuesday,2021.0,,
T2116,U115,07-04-2024,Expense,Utilities,1904.0,csh,Mumbai,Grocery shopping,4,Sunday,2024.0,,
T9333,U135,02-10-2024,Expense,TRAVEL,7390.0,Upi,delhi,Online course,10,Wednesday,2024.0,,
T12991,U090,08-01-2024,Expense,food,5447.0,Cash,Mumbai,,1,Monday,2024.0,,
T13624,U116,21-02-2021,Expense,health,6892.0,Bank_Transfer,AHMEDABAD,,2,Sunday,2021.0,,
T1759,U026,30-03-2022,Expense,Foodd,3463.0,Upi,MUM,Grocery shopping,3,Wednesday,2022.0,,
T5744,U024,02-08-2024,Expense,Foods,2768.0,bank transfer,PUN,Shopping,8,Friday,2024.0,,
T4565,U143,03-05-2024,Expense,food,6257.0,CARD,Ahmedabad,Doctor consultation,5,Friday,2024.0,,
T2134,U127,17-02-2022,Expense,travel,1758.0,upi,,,2,Thursday,2022.0,,
T11556,U083,16-05-2022,Expense,Travel,9973.0,Upi,Lucknow,Online course,5,Monday,2022.0,,
T6418,U038,06-03-2024,Expense,Helth,8135.0,CASH,mumbai,Monthly rent payment,3,Wednesday,2024.0,,
T3818,U009,24-08-2021,Expense,travel,6831.0,Upi,HYDERABAD,Monthly rent payment,8,Tuesday,2021.0,,
T11758,U041,30-11-2021,Expense,food,3491.0,Bank Transfer,kolkata,!!!,11,Tuesday,2021.0,,
T7754,U088,09-04-2022,Expense,SAVINGS,9507.0,Bank Transfer,JAI,Doctor consultation,4,Saturday,2022.0,,
T12897,U040,25-06-2022,Expense,Travl,8851.0,UPI,Ahmedabad,Grocery shopping,6,Saturday,2022.0,,
T4472,U134,28-10-2024,Income,Investment,67602.0,,,asdfgh,10,Monday,2024.0,,
T6521,U016,06-05-2021,Income,Investment,31110.0,BankTransfer,MUMBAI,Restaurant dinner,5,Thursday,2021.0,,
T2384,U125,31-08-2022,Expense,Travel,6249.0,bank transfer,,Train ticket,8,Wednesday,2022.0,,
T7632,U130,04-10-2022,Expense,Rentt,47161.0,Bank Transfr,ahmedabad,Monthly rent payment,10,Tuesday,2022.0,,
T1587,U012,29-06-2023,Expense,TRAVEL,3525.0,CARD,DELHI,Movie tickets,6,Thursday,2023.0,,
T3461,U148,21-10-2021,Income,Investment,67320.0,bank transfer,Jaipur,Gym membership,10,Thursday,2021.0,,
T3602,U143,24-02-2021,Income,Salary,18584.0,csh,Mumbai,...,2,Wednesday,2021.0,,
T3893,U002,29-11-2021,Expense,Helth,8193.0,bank transfer,Bangalore,xyz123,11,Monday,2021.0,,
T4142,U084,23-07-2023,Expense,Rentt,999999999.0,Bank Transfr,PUN,Gym membership,7,Sunday,2023.0,,
T6649,U026,01-06-2021,Expense,Foods,324.0,bank transfer,CHENNAI,Books,6,Tuesday,2021.0,,
T12383,U065,19-08-2023,Expense,Rnt,4351.0,,LUC,Train ticket,8,Saturday,2023.0,,
T0536,U125,06-06-2021,Expense,Entertain,3045.0,Cash,HYDERABAD,,6,Sunday,2021.0,,
T1510,U042,09-08-2021,Expense,Food,1226.0,Upi,MUM,,8,Monday,2021.0,,
T8935,U061,06-01-2024,Income,Bonus,42468.0,Bank Transfr,,Lunch,1,Saturday,2024.0,,
T10950,U018,07-01-2021,Expense,Foodd,3054.0,csh,CHE,,1,Thursday,2021.0,,
T2937,U123,18-08-2021,Expense,RENT,8424.0,CASH,AHM,Electricity bill,8,Wednesday,2021.0,,
T2515,U011,09-03-2024,Expense,Entrtnmnt,8617.0,bank transfer,Kolkata,Doctor consultation,3,Saturday,2024.0,,
T6975,U047,16-12-2024,Expense,Travel,1405.0,Bank Transfr,Pune,!!!,12,Monday,2024.0,,
T8801,U137,25-02-2023,Income,Bonus,58338.0,upi,CHENNAI,Movie tickets,2,Saturday,2023.0,,
T12254,U147,30-07-2024,Expense,Utility,6722.0,,jaipur,,7,Tuesday,2024.0,,
T12228,U145,13-05-2024,Income,Freelance,52361.0,CASH,JAIPUR,asdfgh,5,Monday,2024.0,,
T12018,U075,06-04-2023,Expense,TRAVEL,503.0,Card,chennai,...,4,Thursday,2023.0,,
T7158,U041,17-07-2021,Expense,Foodd,2467.0,Bank Transfer,pune,Coffee,7,Saturday,2021.0,,
T0461,U028,07-12-2021,Expense,Entertainment,9695.0,Cash,Mumbai,Uber ride,12,Tuesday,2021.0,,
T0530,U026,01-08-2021,Expense,Food,4512.0,Csh,chennai,Gym membership,8,Sunday,2021.0,,
T4885,U131,18-05-2022,Expense,TRAVEL,7769.0,card,chennai,misc,5,Wednesday,2022.0,,
T1240,U035,01-07-2021,Expense,food,3815.0,UPI,Kolkata,Internet bill,7,Thursday,2021.0,,
T10460,U054,11-05-2023,Expense,RENT,5030.0,UPi,AHM,Uber ride,5,Thursday,2023.0,,
T12754,U055,04-06-2021,Expense,RENT,8246.0,Bank Transfer,PUNE,asdfgh,6,Friday,2021.0,,
T8971,U091,09-03-2021,Expense,Educaton,8853.0,CASH,AHMEDABAD,Grocery shopping,3,Tuesday,2021.0,,
T13553,U069,06-11-2022,Expense,savings,7176.0,csh,delhi,Movie tickets,11,Sunday,2022.0,,
T0791,U054,05-09-2024,Expense,Others,4231.0,bank transfer,Hyderabad,...,9,Thursday,2024.0,,
T0141,U033,29-09-2021,Expense,EDU,9560.0,Cash,kolkata,misc,9,Wednesday,2021.0,,
T4893,U066,29-12-2021,Income,Salary,73476.0,csh,Ahmedabad,,12,Wednesday,2021.0,,
T13407,U074,08-09-2023,Expense,Entertain,7877.0,CARD,Delhi,Petrol,9,Friday,2023.0,,
T3480,U067,25-11-2023,Income,Others,72320.0,Cash,PUN,...,11,Saturday,2023.0,,
T3830,U015,22-06-2022,Expense,Foodd,1506.0,bank transfer,lucknow,Coffee,6,Wednesday,2022.0,,
T9545,U042,02-05-2023,Expense,Foods,786.0,Bank Transfr,lucknow,Books,5,Tuesday,2023.0,,
T11461,U070,24-04-2022,Expense,TRAVEL,3370.0,CARD,Kolkata,Train ticket,4,Sunday,2022.0,,
T13456,U122,05-08-2023,Expense,food,7457.0,card,,Lunch,8,Saturday,2023.0,,
T10642,U064,13-10-2022,Expense,Foodd,1739.0,card,LUCKNOW,,10,Thursday,2022.0,,
T6376,U069,22-05-2021,Expense,Utilties,8255.0,Bank Transfer,ahmedabad,Electricity bill,5,Saturday,2021.0,,
T9916,U107,26-02-2023,Expense,food,8521.0,Cash,chennai,Medicine,2,Sunday,2023.0,,
T13502,U092,15-09-2023,Expense,EDU,8419.0,BankTransfer,AHMEDABAD,,9,Friday,2023.0,,
T4830,U135,02-04-2023,Expense,Rentt,25762.0,Cash,Delhi,ATM withdrawal,4,Sunday,2023.0,,
T10165,U087,06-02-2022,Expense,Foodd,1996.0,Upi,AHM,EMI payment,2,Sunday,2022.0,,
T9434,U135,31-08-2023,Expense,Rentt,14941.0,Crd,jaipur,Uber ride,8,Thursday,2023.0,,
T4086,U099,16-03-2023,Expense,Fod,9065.0,CASH,BANGALORE,Movie tickets,3,Thursday,2023.0,,
T9454,U013,03-09-2022,Income,uncategorized,29767.0,Bank_Transfer,JAIPUR,Medicine,9,Saturday,2022.0,,
T1020,U058,23-12-2022,Income,Investment,24338.0,CARD,Kolkata,Internet bill,12,Friday,2022.0,,
T13264,U069,26-12-2023,Income,Salary,47277.0,UPI,MUMBAI,Medicine,12,Tuesday,2023.0,,
T10291,U016,18-12-2022,Income,Investment,45417.0,Crd,jaipur,Petrol,12,Sunday,2022.0,,
T5441,U131,26-03-2022,Expense,FOOD,2783.0,bank transfer,LUCKNOW,ATM withdrawal,3,Saturday,2022.0,,
T0625,U054,16-08-2023,Income,Freelance,52335.0,Csh,HYDERABAD,Grocery shopping,8,Wednesday,2023.0,,
T13187,U067,05-07-2021,Expense,food,1883.0,CASH,,Books,7,Monday,2021.0,,
T13341,U089,21-05-2023,Expense,Entrtnmnt,9028.0,CARD,PUN,Gym membership,5,Sunday,2023.0,,
T8915,U003,23-06-2021,Expense,food,8374.0,cash,CHE,Coffee,6,Wednesday,2021.0,,
T6334,U072,27-07-2023,Expense,Rent,28885.0,Card,MUM,Electricity bill,7,Thursday,2023.0,,
T1788,U007,21-07-2021,Expense,health,6696.0,CRD,Kolkata,Grocery shopping,7,Wednesday,2021.0,,
T2766,U049,23-06-2024,Income,Freelance,54359.0,UPI,JAI,misc,6,Sunday,2024.0,,
T7117,U130,28-08-2022,Income,Others,54209.0,cash,Pune,Electricity bill,8,Sunday,2022.0,,
T0024,U051,05-04-2021,Expense,Travel,9531.0,card,Mumbai,Movie tickets,4,Monday,2021.0,,
T2302,U021,24-03-2021,Expense,Travel,4450.0,BankTransfer,CHENNAI,Shopping,3,Wednesday,2021.0,,
T5586,U067,17-01-2023,Expense,Fod,1624.0,Csh,bangalore,Movie tickets,1,Tuesday,2023.0,,
T10631,U072,28-01-2022,Expense,Rentt,38464.0,CASH,Lucknow,Doctor consultation,1,Friday,2022.0,,
T9374,U120,09-03-2022,Expense,Foods,982.0,Bank Transfer,BANGALORE,asdfgh,3,Wednesday,2022.0,,
T12231,U123,01-01-2021,Expense,Food,3346.0,bank transfer,Mumbai,Doctor consultation,1,Friday,2021.0,,
T12089,U086,15-02-2021,Expense,Utlities,5120.0,Crd,,Movie tickets,2,Monday,2021.0,,
T0265,U094,27-05-2022,Expense,Travl,3662.0,CARD,Lucknow,Movie tickets,5,Friday,2022.0,,
T4319,U073,24-11-2023,Expense,Utilties,6555.0,csh,CHE,EMI payment,11,Friday,2023.0,,
T11373,U042,23-02-2024,Income,Investment,36907.0,UPI,Chennai,asdfgh,2,Friday,2024.0,,
T1293,U062,10-03-2022,Expense,Education,133.0,UPi,bangalore,Train ticket,3,Thursday,2022.0,,
T11797,U123,11-05-2022,Expense,FOOD,3168.0,Bank Transfer,lucknow,Medicine,5,Wednesday,2022.0,,
T3254,U001,12-02-2022,Expense,EDU,5881.0,Upi,BANGALORE,asdfgh,2,Saturday,2022.0,,
T10200,U024,15-02-2024,Expense,Entrtnmnt,5181.0,bank transfer,MUMBAI,...,2,Thursday,2024.0,,
T1178,U035,24-01-2021,Income,Salary,40425.0,BankTransfer,DELHI,Coffee,1,Sunday,2021.0,,
T11036,U024,26-02-2021,Expense,RENT,7691.0,cash,jaipur,,2,Friday,2021.0,,
T4677,U111,03-12-2021,Expense,education,7215.0,Card,pune,asdfgh,12,Friday,2021.0,,
T8655,U095,19-01-2023,Expense,Utlities,8353.0,Bank Transfer,mumbai,,1,Thursday,2023.0,,
T5691,U126,31-08-2023,Expense,Fod,5765.0,Upi,chennai,,8,Thursday,2023.0,,
T0067,U117,28-01-2023,Expense,Fod,961.0,,Ahmedabad,...,1,Saturday,2023.0,,
T0657,U065,16-05-2024,Expense,Entertain,5009.0,UPi,BAN,,5,Thursday,2024.0,,
T5068,U089,29-11-2023,Income,Bonus,58231.0,Csh,AHM,Doctor consultation,11,Wednesday,2023.0,,
T12646,U110,30-03-2023,Expense,Food,4044.0,Card,Hyderabad,Uber ride,3,Thursday,2023.0,,
T6093,U091,05-10-2021,Expense,entertainment,9586.0,CARD,delhi,Train ticket,10,Tuesday,2021.0,,
T1031,U065,19-08-2021,Expense,Health,7415.0,UPI,Jaipur,Medicine,8,Thursday,2021.0,,
T10594,U108,07-02-2024,Expense,savings,7837.0,Bank_Transfer,AHMEDABAD,Petrol,2,Wednesday,2024.0,,
T12480,U011,07-10-2022,Expense,RENT,5720.0,CARD,,test,10,Friday,2022.0,,
T7574,U048,17-07-2023,Income,Investment,53714.0,CRD,Kolkata,,7,Monday,2023.0,,
T2038,U053,17-03-2021,Expense,health,8658.0,cash,AHMEDABAD,xyz123,3,Wednesday,2021.0,,
T0543,U136,13-08-2024,Expense,utilities,4600.0,UPi,pune,EMI payment,8,Tuesday,2024.0,,
T12896,U062,13-05-2024,Expense,TRAVEL,6358.0,BankTransfer,PUNE,Online course,5,Monday,2024.0,,
T4454,U001,26-10-2021,Expense,Entertainment,9484.0,cash,MUM,,10,Tuesday,2021.0,,
T10889,U037,18-05-2022,Expense,Entertainment,8111.0,UPi,,Fixed deposit,5,Wednesday,2022.0,,
T4481,U126,14-09-2024,Expense,Food,2575.0,Bank_Transfer,PUN,EMI payment,9,Saturday,2024.0,,
T11734,U079,28-02-2024,Expense,RENT,-1000.0,Upi,,,2,Wednesday,2024.0,,
T3242,U127,30-01-2021,Expense,Saving,3444.0,Bank Transfr,DELHI,Shopping,1,Saturday,2021.0,,
T9112,U091,22-12-2023,Expense,Traval,8715.0,cash,BANGALORE,...,12,Friday,2023.0,,
T5203,U008,03-09-2021,Expense,Foodd,1222.0,Card,JAIPUR,,9,Friday,2021.0,,
T2842,U021,05-10-2023,Income,uncategorized,62035.0,Bank Transfr,jaipur,,10,Thursday,2023.0,,
T8646,U075,20-11-2023,Income,Bonus,74161.0,Csh,PUN,Restaurant dinner,11,Monday,2023.0,,
